id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review
6283,Casa Al Sur,13310,Pamela,,Balvanera,-34.605228,-58.410419,Entire home/apt,4810,3,1,2011-01-31
11508,Amazing Luxurious Apt-Palermo Soho,42762,Candela,,Palermo,-34.581841,-58.424149,Entire home/apt,6254,2,27,2021-04-03
12463,Room in Recoleta - awesome location,48799,Matt,,Recoleta,-34.597771,-58.396641,Private room,2597,1,20,2016-02-12
13095,Standard Room at Palermo Viejo B&B w pvt Bath,50994,Ariel,,Palermo,-34.593479,-58.429489,Private room,2722,1,1,2018-12-18
13096,Standard Room in Palermo Viejo B&B,50994,Ariel,,Palermo,-34.593479,-58.429489,Private room,2722,1,0,
13097,Standard Room at Palermo Viejo B&B pvt bath,50994,Ariel,,Palermo,-34.593479,-58.429489,Private room,2722,1,1,2019-11-27
13099,Lofty room in Palermo Viejo B&B pvt bath,50994,Ariel,,Palermo,-34.593269,-58.429531,Private room,3628,1,0,
13100,Master Room in Palermo Viejo B&B w  pvt Bath,50994,Ariel,,Palermo,-34.593479,-58.429489,Private room,4535,1,1,2017-11-23
14222,"RELAX IN HAPPY HOUSE - PALERMO, BUENOS AIRES",87710233,María,,Palermo,-34.58617,-58.410358,Entire home/apt,3180,5,90,2019-11-03
14711,SPECTACULAR ANCIENT HOUSE,57770,Cintia,,San Nicolas,-34.607861,-58.372108,Entire home/apt,11549,1,0,
15074,ROOM WITH RIVER SIGHT,59338,Monica,,Nuñez,-34.538921,-58.465988,Private room,2886,29,0,
15889,ROOM W /BALCONY-DOWNTOWN ......,62183,Sonia,,Balvanera,-34.603458,-58.411789,Private room,3505,3,6,2011-07-11
16695,DUPLEX LOFT 2 - SAN TELMO,64880,Elbio Mariano,,Monserrat,-34.614391,-58.37611,Entire home/apt,3656,2,46,2019-07-01
16697,Small Duplex Loft in San Telmo (8),64880,Elbio Mariano,,Monserrat,-34.614941,-58.375172,Entire home/apt,2886,2,22,2016-07-11
17993,TEMPORARY RENT CUTE APARTMENT IN MICROCENTRO,68689,Maritza,,San Nicolas,-34.603699,-58.37888,Private room,3271,3,7,2018-05-27
18007,apartament in San Telmo,69404,Marcelo,,Constitucion,-34.617512,-58.378139,Entire home/apt,33670,1,0,
18061,"Quirky, sunny & spacious - 5 px max",69605,Alejandra,,San Telmo,-34.622082,-58.367241,Entire home/apt,6542,7,144,2017-12-11
19642,SKY LOFT LARGE,74406,Mathilde,,Palermo,-34.589981,-58.435829,Entire home/apt,6734,15,0,
20062,PENTHOUSE / best city views !! terrace & pool,75891,Sergio,,Palermo,-34.581829,-58.441429,Entire home/apt,8837,2,227,2020-12-23
20429,Hermoso  y acogedor departamento.,77065,Marcelo,,Constitucion,-34.622601,-58.387039,Entire home/apt,3367,15,0,
21807,Comfortable apartment in San Telmo,83312,Graciela,,San Telmo,-34.62085,-58.37199,Entire home/apt,4810,6,0,
21816,Apartment at Faena Hotel,83130,Marce,,Puerto Madero,-34.613861,-58.361408,Entire home/apt,17324,7,1,2020-10-19
21837,Comfortable studio in Callao Avenue,80208,Olga,,San Nicolas,-34.607769,-58.372452,Entire home/apt,5775,3,0,
23798,"CHIC, LIGHT, SPACIOUS LOFT APPT- SAN TELMO",94615,Nicola,,Monserrat,-34.612659,-58.37479,Entire home/apt,3217,30,48,2020-01-18
24713,"BEAUTIFUL, EXCELLENT UBICATION/OBELISK  5 STARS!!!",100743,Griselda,,San Nicolas,-34.602539,-58.378109,Entire home/apt,1924,1,343,2020-02-08
24763,Amazing LOFTpalermo: contemporary and cool,101049,Sebastian,,Chacarita,-34.584942,-58.444191,Entire home/apt,6253,10,32,2017-07-19
26258,Huge 473sqf Studio @ Palermo University area,111013,Daniel,,Almagro,-34.599972,-58.41238,Entire home/apt,3367,7,2,2013-10-23
26839,Studio in retiro neighborhood,114411,Nicole,,Retiro,-34.594002,-58.379921,Entire home/apt,1443,4,2,2021-01-31
27631,Apartment for rent in Recoleta,119446,Inés,,Recoleta,-34.59272,-58.3894,Entire home/apt,1635,2,98,2018-12-14
29983,Depto de 1 ambiente en Recoleta,129235,Carolina,,Recoleta,-34.597919,-58.390911,Entire home/apt,8064,2,0,
31469,Beautiful Home w/ Garden at Racetrack of Palermo,1751072,Diego,,Palermo,-34.568199,-58.434021,Entire home/apt,4810,10,11,2017-01-26
31514,BEAUTY DUPLEX LOFT #4 SAN TELMO,64880,Elbio Mariano,,Monserrat,-34.614941,-58.375172,Entire home/apt,4331,2,28,2013-01-13
31920,Beautifull apartment in Belgrano!,137373,Nancy,,Belgrano,-34.5644,-58.460602,Entire home/apt,5772,30,0,
35703,Charming studio in Palermo/Recoleta,150763,Viviana,,Recoleta,-34.591881,-58.40778,Entire home/apt,1924,4,86,2020-02-29
36160,SPECIAL OFFER Sunny young and great location apt!,155223,Agustina,,Recoleta,-34.58778,-58.384998,Entire home/apt,4329,3,11,2015-07-28
37347,Palermo/Las Cañitas Apartment,161327,Mariano,,Palermo,-34.57148,-58.432461,Entire home/apt,1177,12,42,2019-01-15
41242,"Casa, con gran terraza,4 dormitorios, 2 en suite",74406,Mathilde,,Palermo,-34.587719,-58.426708,Entire home/apt,2886,30,0,
41243,"HABITACION EN SUITE   ,  4 DISPONIBLES",74406,Mathilde,,Palermo,-34.58984,-58.425838,Private room,1732,15,0,
41608,Palermo Soho Spectacular New Unit,181721,Yamila & Eyenit,,Palermo,-34.584702,-58.426479,Entire home/apt,3848,2,123,2020-03-07
42450,French Classic in San Telmo: Balcony over Defensa!,185437,Grisel,,Monserrat,-34.61578,-58.37175,Entire home/apt,5291,3,132,2020-03-15
45498,"Quite & Chic, fully equipped, 2Bd, pool & terrace",75891,Sergio,,Palermo,-34.581821,-58.441441,Entire home/apt,7875,2,115,2020-01-27
48089,Recoleta Classic French-Style 2BDR,192475,Chris,,Recoleta,-34.587051,-58.387909,Entire home/apt,4811,7,101,2019-09-01
48527,French style apartment in Recoleta,221661,Ricardo,,Recoleta,-34.585548,-58.39468,Entire home/apt,12864,3,1,2014-01-07
48535,Elegant apartment in downtown Bs.As,221044,Florencia,,Retiro,-34.596199,-58.37529,Entire home/apt,4810,90,0,
48678,Grate & Luxury apartment Recoleta,221661,Ricardo,,Recoleta,-34.585072,-58.395,Private room,12864,3,1,2010-12-30
50301,Complete room in Recoleta,230443,Manuel,,Recoleta,-34.587662,-58.408611,Private room,5291,30,0,
50778,Gorgeous 2bdrm in Awesome Recoleta,233651,Cameron,,Recoleta,-34.589779,-58.400108,Entire home/apt,2309,5,96,2019-11-19
52511,San Telmo Apartment (Buenos Aires),242939,Gri,,San Nicolas,-34.60767,-58.37257,Entire home/apt,6737,4,0,
53097,Duplex-Loft in  Historic Quartier of Buenos Aires,64880,Elbio Mariano,,Monserrat,-34.614941,-58.375172,Entire home/apt,3850,2,36,2018-12-13
53905,Trendy studio in Villa Crespo!,252182,Victoria,,Villa Crespo,-34.599689,-58.439899,Entire home/apt,2886,3,78,2019-01-07
61282,Loft with Balcony in Belgrano,296398,Alejandro,,Nuñez,-34.553959,-58.467529,Entire home/apt,3367,3,141,2020-02-26
65446,Luxury Premier Loft with Breathtaking Views  ★★★★★,319901,Ralf,,Palermo,-34.58102,-58.423489,Entire home/apt,8659,3,160,2020-01-21
65513,Comfortable apartment for 5 in BsAs,320183,Hortensia,,Retiro,-34.598492,-58.377399,Entire home/apt,4811,30,5,2017-10-20
65519,Great Apartment in Las Cañitas (Palermo) for 5,320183,Hortensia,,Palermo,-34.56958,-58.429779,Entire home/apt,7696,14,13,2020-02-06
66939,"★ Instaworthy Views, 20th Floor ★ Gym",319901,Ralf,,Palermo,-34.582668,-58.424969,Entire home/apt,4329,3,263,2020-02-27
66940,Pool Party studio +  Views over the Pool  ❤,319901,Ralf,,Palermo,-34.582722,-58.42382,Entire home/apt,3848,3,223,2021-02-20
68173,"Best Area in Palermo, Luxury Studio",4405670,Andy,,Palermo,-34.578941,-58.428581,Entire home/apt,5292,2,78,2019-03-03
68489,Best Block in Palermo Hollywood,4405670,Andy,,Palermo,-34.580448,-58.432079,Entire home/apt,2983,3,142,2019-11-05
68800,Recoleta great penthouse  w/private terrace &grill,221405,Ximena,,Recoleta,-34.592781,-58.3876,Private room,37133,1,76,2020-01-03
68868,"Luxury Soho Sky Loft , Dream View Apartment ★★★★★",319901,Ralf,,Palermo,-34.58165,-58.42527,Entire home/apt,8178,3,250,2020-03-11
69063,"Beautiful, great location, quiet, Nespresso.",344599,Danilo,,Recoleta,-34.5956,-58.395729,Entire home/apt,1649,1,207,2019-11-27
69187,Historic French Style Villa,344456,Daniela,,Monserrat,-34.608421,-58.373161,Entire home/apt,33685,7,0,
69196,Recoleta French Style apartment,344456,Daniela,,San Nicolas,-34.60722,-58.37215,Entire home/apt,6734,7,0,
69880,"Gorgeous 2bd/2.5 bth, Rooftop Pool, Pal. Hollywood",315089,Max,,Palermo,-34.577969,-58.43821,Entire home/apt,11545,5,25,2017-02-28
70082,High category appartment Belgrano,353823,Maria De Los Angeles,,Palermo,-34.56926,-58.443699,Entire home/apt,2886,20,39,2020-09-30
70804,Six luminous suites at Soho,360083,Priscila,,Palermo,-34.59034,-58.43375,Private room,3848,2,0,
71801,Studio in Recoleta most secure area,368954,Carlos,,Recoleta,-34.595139,-58.399139,Entire home/apt,4811,3,92,2019-08-31
72204,Beautiful house in Palermo SOHO,373629,Daniel,,Palermo,-34.590199,-58.429932,Entire home/apt,18278,1,23,2021-06-06
72928,"Palermo Soho ""Ayres del Botanico"" Tower",344456,Daniela,,Palermo,-34.585232,-58.421429,Entire home/apt,7696,7,0,
72935,Palermo Cervino Boulevard Apartment,344456,Daniela,,Palermo,-34.578239,-58.411098,Entire home/apt,4811,7,2,2011-03-14
72958,Palermo Soho Home with a View,344456,Daniela,,Palermo,-34.582668,-58.426102,Entire home/apt,5292,30,0,
73180,Palermo Apt - Las Cañitas area,161327,Mariano,,Palermo,-34.572128,-58.432941,Entire home/apt,1347,14,30,2019-04-20
73680,Nice Studio in Palermo Soho,385499,Lujan,,Palermo,-34.595181,-58.419491,Entire home/apt,3848,3,27,2014-12-15
74383,Penthouse 2BR with River&Sunrise views,319901,Ralf,,Palermo,-34.587059,-58.43417,Entire home/apt,7215,3,81,2021-07-10
75094,Amazing apartment in Recoleta,161327,Mariano,,Recoleta,-34.58918,-58.39518,Entire home/apt,1415,14,117,2019-06-02
75492,Studio Loft in Palermo Soho #1,400828,Jony,,Palermo,-34.589001,-58.420238,Entire home/apt,1760,2,326,2020-07-11
75526,GUAPO / Amazing Large Studio* with great views.🎈,319901,Ralf,,Palermo,-34.582611,-58.42345,Entire home/apt,3175,3,104,2020-02-25
76005,"Heart of Recoleta, no better place!",315089,Max,,Recoleta,-34.590141,-58.39386,Entire home/apt,3848,5,6,2011-08-30
76385,Studio In Downtown Buenos Aires,407702,Ruy,,Monserrat,-34.613369,-58.383049,Entire home/apt,4329,2,324,2019-08-26
77404,Beautiful Duplex - Trendy Palermo,161327,Mariano,,Palermo,-34.566921,-58.433239,Entire home/apt,2405,14,22,2021-05-27
77704,PALERMO SOHO Cheap Little Apt,417020,Jorge Fernando,,Palermo,-34.582359,-58.427261,Entire home/apt,1924,7,119,2018-11-26
77776,"BUENOS AIRES, RECOLETA, 2 BEDROOM APT",417598,Rd,,Recoleta,-34.589329,-58.404411,Entire home/apt,7216,2,0,
77860,Private room with balcony with view,402373,Daniel,,Palermo,-34.572281,-58.435139,Private room,5772,2,0,
78009,STUDIO DEFENSA 2A en San Telmo,64880,Elbio Mariano,,San Telmo,-34.61998,-58.37151,Entire home/apt,3367,2,42,2017-01-05
78014,STUDIO SOFA CAMA & PATIO,64880,Elbio Mariano,,San Telmo,-34.61998,-58.37151,Entire home/apt,3175,2,24,2019-04-04
78068,Lovely Place at a GREAT Location!,419383,Mariana Y Sebas,,Palermo,-34.582458,-58.4034,Entire home/apt,1704,3,19,2019-11-19
78351,"Apt in Palermo, Las Cañitas",420786,Carola,,Palermo,-34.575199,-58.431019,Entire home/apt,4040,5,11,2020-01-03
78685,Luminous Palermo 1BDR Apartment,419383,Mariana Y Sebas,,Palermo,-34.583488,-58.40625,Entire home/apt,1790,2,38,2019-04-08
78703,55% long term offer 30 days onwards !!!!,422878,Oscar,,Recoleta,-34.59446,-58.395882,Entire home/apt,2886,1,189,2019-09-15
79226,Petite Home,426420,Carolina,,Nuñez,-34.552349,-58.458099,Entire home/apt,1924,6,43,2019-03-28
79247,"Beautiful Apt in great location, 100% Good Reviews",426566,Egle,,Boedo,-34.621201,-58.41753,Entire home/apt,1704,90,46,2014-10-30
79766,!! Amazing 1Bdr Great Terrace - BBQ - sun/view !!,422878,Oscar,,Recoleta,-34.591179,-58.396641,Entire home/apt,5292,1,178,2020-03-01
80950,best neighborhood! palermo,438269,Sherine,,Palermo,-34.589291,-58.435741,Entire home/apt,2886,30,1,2018-09-08
82623,Garden studio flat with swimming pool,449610,Antonio,,Colegiales,-34.5742,-58.450241,Entire home/apt,2781,5,42,2018-04-01
83035,"Central loc. Entire apt, all incl.",426566,Egle,,Almagro,-34.620529,-58.416531,Entire home/apt,6246,5,45,2017-12-10
83440,GREAT! Apartment Alto Palermo,384997,Santiago,,Recoleta,-34.593689,-58.412258,Entire home/apt,5002,30,5,2012-01-04
84033,Great apart with private terrace & chill out area.,458852,Maria,,Palermo,-34.58577,-58.42527,Entire home/apt,5773,2,148,2019-11-09
84730,"Spotless apt. in a great location, Wi-Fi, balcony!",426566,Egle,,Almagro,-34.620529,-58.416531,Entire home/apt,1574,90,65,2018-11-10
85949,Modern & Luminous Apt in GreatLocation!,426566,Egle,,Almagro,-34.620529,-58.416531,Entire home/apt,1249,5,37,2015-08-31
87828,"habitación individual, única huésped de la casa.",480785,Isabel,,Retiro,-34.591259,-58.381081,Private room,1200,4,1,2019-08-02
89374,☼ Sunny 1 bedroom+balcony+ Views +Pool+Gym+Sauna,319901,Ralf,,Recoleta,-34.593319,-58.402931,Entire home/apt,4329,5,55,2019-11-19
89857,Sunny apartment in Buenos Aires,488300,Mariano,,San Nicolas,-34.602379,-58.392288,Entire home/apt,4810,7,0,
91063,"Cosy, central apartment in BsAs",492560,Laurence,,Caballito,-34.61829,-58.43116,Entire home/apt,2501,3,55,2019-06-21
92228,Experiencia Recoleta-Buenos Aires,494027,Mirta Susana,,Recoleta,-34.585091,-58.404652,Entire home/apt,7697,20,2,2020-03-31
92689,Stunning 1BD w/terrace in Palermo,488973,Casilda Maria,,Palermo,-34.576561,-58.400681,Entire home/apt,7696,2,96,2019-12-22
93174,"B&B ""Tucuman 2430""1 room x 1 or 2p",500210,Luciano,,Balvanera,-34.602989,-58.401939,Private room,1136,2,10,2012-08-04
93619,DEPARTMENT C / CABIN SECURITY,501789,Jessica Emerita,,San Cristobal,-34.627819,-58.407391,Shared room,6734,1,0,
96257,Lovely apartment in Buenos Aires,320183,Hortensia,,Retiro,-34.598049,-58.377171,Entire home/apt,5292,15,0,
96490,AMPLIA habitación individual en Buenos Aires,512049,Cristina,,Palermo,-34.58503,-58.41206,Private room,962,7,0,
96810,Recoleta Luxury: Design and Style!,508291,Michele,,Retiro,-34.593571,-58.387032,Entire home/apt,6413,7,35,2019-12-28
97043,Downtown 4 blocks away from Obelisk,514200,Ceferina De Jesus,,San Nicolas,-34.60751,-58.387932,Entire home/apt,1443,30,9,2013-11-25
98934,Monthly Apartment Recoleta,521351,Alfonsina,,Recoleta,-34.58955,-58.390572,Entire home/apt,6734,1,1,2011-08-09
100080,Great downtown apartment!,526435,Laura,,San Nicolas,-34.603069,-58.38839,Entire home/apt,1900,1,23,2018-01-10
104343,Faena Hotel Stunning Views Private Luxury  Suite*,542973,Brigitte,,Puerto Madero,-34.6022,-58.355412,Hotel room,12602,1,142,2019-11-17
106475,Artdecohouse Palermo,547581,Carol,,Recoleta,-34.588421,-58.409279,Entire home/apt,14430,3,112,2020-01-02
107220,Great Private Room!,555337,Anita & Sofía,,Recoleta,-34.596989,-58.410919,Private room,1347,7,5,2012-05-02
107259,Great place to 12 Tango lovers,555693,Vittoria,,Balvanera,-34.605141,-58.395699,Entire home/apt,38384,3,26,2018-02-12
108089,AMAZING PALERMO BEST VALUE w POOL,559463,Martin,,Palermo,-34.586479,-58.424301,Entire home/apt,2117,6,75,2019-04-20
108284,Historico y Luminoso Duplex Centro!,560338,Carlos,,San Nicolas,-34.60107,-58.3764,Entire home/apt,5065,2,236,2020-02-10
118069,Luxury 1 Bedroom - 1.5 Bath,530261,Luciano,,Palermo,-34.579781,-58.432232,Entire home/apt,3592,7,18,2021-05-02
118070,Amazing view - GREAT Studio - Balcony,530261,Luciano,,Palermo,-34.583111,-58.42767,Entire home/apt,2886,7,44,2020-12-31
118724,Department to 5 min to city centre,599519,Angel Francisco,,Almagro,-34.60025,-58.429729,Private room,4618,1,0,
119036,Amazing duplex in Recoleta,601227,Frederic,,Recoleta,-34.590172,-58.396431,Entire home/apt,3848,5,1,2019-09-16
119966,Room with library downtown,62183,Sonia,,Balvanera,-34.603958,-58.400681,Private room,3506,3,0,
120874,Luxury 1 Bedroom - 1.5 Bath,530261,Luciano,,Recoleta,-34.589909,-58.399311,Entire home/apt,9621,7,9,2017-08-26
122907,Spotless entire apt. Ideal location,426566,Egle,,Almagro,-34.61982,-58.416599,Entire home/apt,1249,90,20,2014-08-04
129442,Callao Studio Design Downtown 2 Pax,638545,Luisa,,San Nicolas,-34.606548,-58.391312,Entire home/apt,4137,90,1,2016-04-01
129932,Palermo View Studio at Palermo Uno Tower,319901,Ralf,,Palermo,-34.581299,-58.424881,Entire home/apt,2886,3,113,2020-02-23
130248,Small charmy and fully at Palermo,641573,Paula,,Palermo,-34.577171,-58.411381,Entire home/apt,1154,2,78,2021-04-06
130275,Van Gogh s apart at Palermo,641573,Paula,,Palermo,-34.577099,-58.411339,Entire home/apt,1154,2,15,2017-06-22
130349,"alquilo por noche,o semana",641884,Marcelo,,San Nicolas,-34.60313,-58.379181,Private room,9621,1,0,
130424,Palermo Hollywood Studio Apt - 4th floor - 33 m2,642182,Aike,,Palermo,-34.57896,-58.434479,Entire home/apt,3367,7,9,2012-05-01
131145,DONDE VIVI (1) Rooms for Rent .,645495,Viviana,,Almagro,-34.607281,-58.419491,Private room,1500,3,38,2015-12-15
131807,"Belgrano R, Private Room, Sunny",648231,Vero,,Villa Ortuzar,-34.575459,-58.4688,Private room,3367,1,0,
132298,Urban Escape ★ Studio with great views,319901,Ralf,,Recoleta,-34.594952,-58.4044,Entire home/apt,2790,6,113,2019-09-25
133043,Great Studio - Roof top Pool,530261,Luciano,,Recoleta,-34.592339,-58.399559,Entire home/apt,1924,14,17,2017-12-11
133654,Modern and Comfortable. Central location.Fast WiFi,426566,Egle,,Almagro,-34.620529,-58.416531,Entire home/apt,1249,4,47,2019-08-23
136986,Buena Vista - Panorama Riverviews ★★★★★,319901,Ralf,,Palermo,-34.581139,-58.425129,Entire home/apt,5773,3,135,2020-12-18
137017,Soho Sunset studio  with amazing views.,319901,Ralf,,Palermo,-34.582771,-58.425388,Entire home/apt,4467,2,193,2021-05-01
138690,STUDIO RECOLETA /PZA FRANCIA/UBA/MUSEOS/METRO,676972,Fabiana,,Recoleta,-34.591011,-58.39455,Entire home/apt,1443,4,236,2019-09-27
140271,"Boedo, quiet wooded neighborhood",683383,Lorena,,Boedo,-34.633659,-58.416908,Private room,4810,1,0,
143173,HabitacionPrivate Rooms in Congreso,499278,Nicolas,,Balvanera,-34.609291,-58.403099,Private room,2887,5,0,
143211,Nice and bright studio in Recoleta,695054,Patricia,,Recoleta,-34.5872,-58.40052,Entire home/apt,2405,2,3,2019-10-14
143663,Apartement Buenos Aires,696693,Marcela,,Monserrat,-34.614281,-58.386501,Entire home/apt,4329,3,0,
144192,Beautiful apartment in Buenos Aires,698994,Ruben,,Nueva Pompeya,-34.648918,-58.410049,Private room,4810,1,0,
144827,LEMON TREE ★ 1 bedroom with great views,319901,Ralf,,Recoleta,-34.59491,-58.404968,Entire home/apt,2886,4,45,2019-02-24
146648,❤  Amazing Sunset View Studio +Balcony❤Pool -Gym,319901,Ralf,,Recoleta,-34.594521,-58.405048,Entire home/apt,2598,4,102,2020-01-07
148284,Sunny Terrace Apart. in Downtown BA,407702,Ruy,,Monserrat,-34.613312,-58.384911,Entire home/apt,3175,1,268,2019-12-02
150594,Departamento Parque chacabuco,716702,Eugenia,,Parque Chacabuco,-34.634392,-58.444408,Private room,15891,7,0,
154427,Spotless apt. in a Great location. 100% Equipped.,426566,Egle,,Almagro,-34.620529,-58.416531,Entire home/apt,1249,4,59,2019-07-02
154430,"Loft Style, modern,bright &spacious",742738,Martin,,Palermo,-34.593868,-58.414452,Entire home/apt,1251,30,2,2012-01-10
154767,Central location/2min from Metro -  Fast WiFi,426566,Egle,,Almagro,-34.620201,-58.415428,Entire home/apt,1249,5,36,2020-02-26
156189,Cute Apartment - WiFi & Pool !!,750896,Ariel,,Almagro,-34.60342,-58.429588,Entire home/apt,5772,14,0,
158056,PalermoSoho Excellent Location! steps from LaRural,758728,Mauricio,,Palermo,-34.582069,-58.42094,Entire home/apt,2790,5,54,2020-02-07
159585,Apartment in Recoleta Juncal 2200,772165,Jorge,,Recoleta,-34.593159,-58.400532,Entire home/apt,2309,3,12,2014-11-30
160611,Habitación en Las Cañitas,769336,Natalia,,Palermo,-34.565262,-58.433399,Private room,17865,1,8,2017-05-27
161463,The Boss- 2 bedroom with balcony,319901,Ralf,,Palermo,-34.581009,-58.42503,Entire home/apt,6666,3,145,2021-02-26
168298,Boutique Central Apt in BuenosAires,802023,Ana,,Balvanera,-34.605541,-58.393799,Entire home/apt,5772,3,18,2016-09-04
172118,Owner Featured on HGTV- Spacious Palermo Soho Loft,791090,Jamais,,Palermo,-34.587349,-58.42186,Entire home/apt,7600,3,68,2019-12-02
172135,Recoleta full equipped Apartment,523775,Silvia  Diana,,Recoleta,-34.589828,-58.397861,Entire home/apt,4811,3,62,2019-08-15
176318,San Telmo Vintage - Art Experience Fully Renovated,843196,Ivan,,Monserrat,-34.615601,-58.368431,Entire home/apt,4521,4,154,2020-01-26
178330,"3 Bedrooms / 2 Bathroom, Off & Ldy Apt in Palermo",853184,Juan,,Palermo,-34.58712,-58.421841,Entire home/apt,3463,20,3,2021-06-19
180692,Tango and Enjoyment of Buenos Aires,865765,Hector,,Villa Urquiza,-34.576241,-58.483139,Private room,6734,5,0,
181627,RENT APP ARTS,870611,Pablo,,Palermo,-34.584499,-58.41291,Private room,12507,30,0,
183454,Lovely & Modern Apartment in Palerm,878481,Silvia,,Palermo,-34.583351,-58.409691,Entire home/apt,3367,7,21,2017-11-07
186005,Modern apartment in Downtown Buenos Aires,893209,Victoria,,Retiro,-34.598042,-58.376881,Entire home/apt,3848,4,47,2016-10-14
189224,Double Room,906438,Mariel,,Monserrat,-34.61375,-58.38604,Private room,2886,3,0,
189572,Departamento de 2 ambientes en recoleta,914563,Carlos,,Recoleta,-34.587421,-58.384369,Entire home/apt,2886,2,9,2019-04-01
189867,♫ ♫ Harmony  - One-bedroom apartment,319901,Ralf,,Recoleta,-34.594898,-58.403381,Entire home/apt,4811,10,54,2020-11-29
190829,Green Room,906438,Mariel,,Monserrat,-34.61375,-58.38604,Private room,3559,3,5,2011-12-31
190830,Blue Room,906438,Mariel,,Monserrat,-34.61375,-58.38604,Private room,2886,3,3,2013-01-17
190988,Beautiful apartment in Las Cañitas,320183,Hortensia,,Palermo,-34.571331,-58.429749,Entire home/apt,6734,14,24,2019-12-03
191056,"Big sunny, central Studio",923804,Annatina Luck,,Monserrat,-34.613079,-58.388618,Entire home/apt,2597,10,11,2019-11-12
192259,DONDE VIVI (2) Room for Rent/ Habitacion.,645495,Viviana,,Almagro,-34.605888,-58.42091,Private room,898,3,39,2018-02-07
192468,Beautiful Flat in the Sky of Bs.As.,864084,Leandro Ezequiel,,Puerto Madero,-34.611511,-58.362,Entire home/apt,79500,20,38,2020-01-05
194232,"Great Loft, Best Location (Palermo)",943202,Rocío,,Palermo,-34.575939,-58.434601,Entire home/apt,3367,5,73,2017-08-31
196386,"Stylish, Top Location, Doorman & Balcony",956144,Alfredo,,Recoleta,-34.591492,-58.391579,Entire home/apt,6254,2,3,2019-11-15
196601,Bright apartment with terrace,893209,Victoria,,San Nicolas,-34.602341,-58.37738,Entire home/apt,2886,3,6,2016-04-01
197288,Beautiful studio in heart Recoleta,961397,Marisa,,Recoleta,-34.591301,-58.390369,Entire home/apt,2000,20,1,2012-02-22
202861,Gourgeous furnished apartment,114309,Gabriela,,Recoleta,-34.59444,-58.413849,Entire home/apt,5099,5,2,2017-04-01
203340,Amazing view - GREAT Studio - Balcony,530261,Luciano,,Palermo,-34.581039,-58.42495,Entire home/apt,2886,7,9,2012-08-11
204628,"Palermo Soho Apartment, Balcony Views",917480,Piper,,Palermo,-34.583511,-58.428108,Entire home/apt,2886,30,70,2021-05-19
205745,Palermo Hollywood big priv Terrace,1011896,Natalia,,Palermo,-34.57935,-58.429161,Entire home/apt,17180,1,9,2012-11-25
210040,Bonito Studio in Palermo w/balcony,319901,Ralf,,Palermo,-34.58144,-58.423111,Entire home/apt,2886,3,58,2020-05-11
217360,"Duplex 3br, 2 bth, Recoleta, 5 a 6 p",1122327,Maria,,Recoleta,-34.591808,-58.402431,Entire home/apt,6639,12,19,2018-08-09
218781,Amazing Palermo Hollywood Loft A,161327,Mariano,,Palermo,-34.578739,-58.439701,Entire home/apt,2405,14,65,2019-05-01
225905,in Style Recoleta Buenos Aires 1,36441,Robert,,Recoleta,-34.596432,-58.39188,Entire home/apt,5676,3,25,2017-12-03
229571,Encantador Apartamento a pasos del Jardin Botanico,514200,Ceferina De Jesus,,Palermo,-34.583729,-58.418499,Entire home/apt,2886,30,17,2016-03-17
231500,Lujoso Edificio - 1 dormi-1 baño- Seg-Gym-Pileta,1210391,Mariela,,Palermo,-34.574772,-58.420109,Entire home/apt,4810,1,1,2021-04-24
234002,LOVELY private room near Palermo,1225091,Mariana,,Chacarita,-34.589909,-58.446732,Private room,3002,7,17,2017-06-12
235667,San Telmo Barracas Design District!,1105513,Luciano Or Julio,,Barracas,-34.644192,-58.376961,Entire home/apt,6638,2,29,2017-09-02
236858,Hollywood Loft - Palermo,319901,Ralf,,Palermo,-34.583462,-58.4328,Entire home/apt,5292,4,53,2020-03-09
238619,Best Recoleta´s Loft. Arch Designer,1192725,Claudio,,Recoleta,-34.59449,-58.401299,Entire home/apt,2598,3,23,2019-01-24
239718,Amazing Studio - Pool,530261,Luciano,,Palermo,-34.587051,-58.421059,Entire home/apt,2886,7,23,2021-01-09
239853,Beautiful Duplex Palermo Hollywood,1257968,Emmanuel,,Palermo,-34.57666,-58.43161,Entire home/apt,2886,30,169,2020-01-22
240301,HERMOSO DEPTO EN BUENOS AIRES!!,807679,Maia,,Villa Del Parque,-34.613071,-58.493439,Entire home/apt,9620,3,0,
243320,STUDIO PARA 4 PERS. EN PALERMO,1274087,Claudia,,Villa Crespo,-34.59819,-58.44001,Entire home/apt,3175,7,1,2018-11-17
243373,Gorgeous Apartment-Best Location,1091499,Brooke,,Monserrat,-34.611229,-58.37315,Entire home/apt,4329,3,129,2020-01-14
245895,Amazing view - GREAT Studio - Balcony,530261,Luciano,,Palermo,-34.582932,-58.42498,Entire home/apt,2405,7,32,2019-02-09
248848,Department - District Retirement,1122551,Marcelo,,San Nicolas,-34.60017,-58.379391,Entire home/apt,10102,3,0,
250327,"Modern Appt. Buenos Aires, Recoleta",1311901,Lucas,,Recoleta,-34.590672,-58.39909,Entire home/apt,3367,7,98,2019-08-18
